outcome	comparison	term	estimate	std.error	statistic	p.value
intubation_binary	rf_only	diabetes	0.02019552075138261	0.1566107685849447	0.12895358942337792	0.8973943723892774
intubation_binary	rf_only	overweight	-0.13154490320965637	0.20594480706594354	-0.6387386265463624	0.5229929800831161
intubation_binary	abo_only	(Intercept)	-0.4228568508200329	0.2951513785625495	-1.4326778783126013	0.15194991424385235
intubation_binary	abo_only	A	-0.7874594274261266	0.31450795747792737	-2.503782205515076	0.012287364584037935
intubation_binary	abo_only	B	-0.41194084680188814	0.3284758425502534	-1.2540978465984616	0.20980644298633322
intubation_binary	abo_only	O	-0.5414431002380587	0.3076721296309523	-1.7598054815283755	0.07844079335745206
intubation_binary	abo_rf	(Intercept)	-0.9571648866060987	0.4159890283072471	-2.3009378168001637	0.021395146167535347
intubation_binary	abo_rf	A	-0.6880296765108348	0.32316370634655284	-2.1290437725485445	0.03325063904655551
intubation_binary	abo_rf	B	-0.3498452139229594	0.33706863592551545	-1.0379049743455433	0.29931429745372534
intubation_binary	abo_rf	O	-0.515668700420606	0.31629572135501277	-1.630337262266711	0.10303023630468444
intubation_binary	abo_rf	sex	0.502807987899695	0.12612733479006574	3.986510844271785	6.70520644997043e-5
intubation_binary	abo_rf	age	0.002798730826527065	0.0035836699529530345	0.7809677964961143	0.43482143546386454
intubation_binary	abo_rf	hypertension	-0.140919237761852	0.23785551850131587	-0.5924572978157427	0.5535444074923641
intubation_binary	abo_rf	cv_diseases	-0.31154252306510405	0.24888917790403392	-1.251731898062791	0.21066757277451967
intubation_binary	abo_rf	resp_diseases	-0.32096947475101617	0.1637606709142794	-1.9599912052084092	0.04999681825715228
intubation_binary	abo_rf	diabetes	0.02947013956811319	0.15710899477873772	0.18757767249174406	0.8512077303120645
intubation_binary	abo_rf	overweight	-0.1405021845616846	0.20647028525612207	-0.6804959095561599	0.49619051096115746
intubation_binary	abo_rh_only	(Intercept)	-0.4228568508200329	0.2951513785625495	-1.4326778783126013	0.15194991424385235
intubation_binary	abo_rh_only	A_neg	-1.8458266312037241	0.6744006732911471	-2.7369881204238626	0.006200453207566548
intubation_binary	abo_rh_only	A_pos	-0.7332599323256912	0.3152796964455873	-2.325744222010951	0.020032199841430454
intubation_binary	abo_rh_only	B_neg	-0.8299061176739365	0.6391732994112549	-1.2984054847697273	0.1941480354021932
intubation_binary	abo_rh_only	B_pos	-0.37948962170413225	0.33074988477558465	-1.1473613118916663	0.2512323237935059
intubation_binary	abo_rh_only	O_neg	-0.885475968829389	0.46275397861868534	-1.913491854727048	0.05568511527175393
intubation_binary	abo_rh_only	O_pos	-0.5174213247251499	0.30846719166386016	-1.6773949992354105	0.09346526661328067
intubation_binary	abo_rh_rf	(Intercept)	-0.9227581212579573	0.4164146231341499	-2.2159599351070014	0.026694246167544726
intubation_binary	abo_rh_rf	A_neg	-1.7824752208940144	0.6841771386988946	-2.605283222827004	0.009179834252007165
intubation_binary	abo_rh_rf	A_pos	-0.6345949067279406	0.323772696110053	-1.960001304471445	0.04999563782754956
intubation_binary	abo_rh_rf	B_neg	-0.7646337644336926	0.649150064080195	-1.1778998520428874	0.23883653408831057
intubation_binary	abo_rh_rf	B_pos	-0.32040612206194646	0.3394207946987929	-0.9439790580488142	0.3451803500007763
intubation_binary	abo_rh_rf	O_neg	-0.7411350195313646	0.47288669651744314	-1.5672570723376793	0.11705461502511219
intubation_binary	abo_rh_rf	O_pos	-0.5042812147323883	0.31709749662771025	-1.5903033612543525	0.11176644134977887
intubation_binary	abo_rh_rf	sex	0.4998435667141126	0.12664064981883258	3.946944108618917	7.91550256703073e-5
intubation_binary	abo_rh_rf	age	0.0023128036157955617	0.003592341615828094	0.6438150552289338	0.5196953698941733
intubation_binary	abo_rh_rf	hypertension	-0.15370352671512177	0.23858794217046675	-0.6442216874702889	0.5194316894305301
intubation_binary	abo_rh_rf	cv_diseases	-0.2935246577384049	0.24974052672380334	-1.17531848590607	0.2398673214664659
intubation_binary	abo_rh_rf	resp_diseases	-0.3186142018156602	0.16435716430320427	-1.9385476937767327	0.052556437959521016
intubation_binary	abo_rh_rf	diabetes	0.026675031153890125	0.15744101299521773	0.1694287317288817	0.865459425534932
intubation_binary	abo_rh_rf	overweight	-0.15003107371101917	0.20669608649101284	-0.7258534801409631	0.467928597481832
